sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor,in,out,nhIP,initialFlags,sessionFlags,attributes,application,class,type,sTime+msec,eTime+msec,dur+msec,iType,iCode,scc,dcc
8.8.8.8,192.168.1.11,0,0,1,4,336,,1445485056.712,3.003,1445485059.715,S0,0,0,0.0.0.0,,,S,0,all,in,1445485056.712,1445485059.715,3.003,0,0,us,--
192.168.1.11,8.8.8.8,0,2048,1,4,336,,1445485056.695,3.007,1445485059.702,S0,0,0,0.0.0.0,,,S,0,all,out,1445485056.695,1445485059.702,3.007,8,0,--,us
192.168.1.3,224.0.0.252,49596,5355,17,2,114,,1445485080.256,0.002,1445485080.258,S0,0,0,0.0.0.0,,,S,53,all,out,1445485080.256,1445485080.258,0.002,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,41,14087,,1445485079.854,18.631,1445485098.485,S0,0,0,0.0.0.0,,,,0,all,out,1445485079.854,1445485098.485,18.631,,,--,--
192.168.1.3,224.0.0.252,49577,5355,17,2,114,,1445485140.162,0.102,1445485140.264,S0,0,0,0.0.0.0,,,S,53,all,out,1445485140.162,1445485140.264,0.102,,,--,--
192.168.1.3,224.0.0.252,50736,5355,17,2,114,,1445485200.171,0.102,1445485200.273,S0,0,0,0.0.0.0,,,S,53,all,out,1445485200.171,1445485200.273,0.102,,,--,--
192.168.1.2,224.0.0.251,5353,5353,17,1,121,,1445485219.116,0.000,1445485219.116,S0,0,0,0.0.0.0,,,,0,all,out,1445485219.116,1445485219.116,0.000,,,--,--
192.168.1.10,239.255.255.250,50887,1900,17,2,453,,1445485234.375,0.003,1445485234.378,S0,0,0,0.0.0.0,,,,80,all,out,1445485234.375,1445485234.378,0.003,,,--,--
192.168.1.3,224.0.0.252,59768,5355,17,2,114,,1445485260.383,0.104,1445485260.487,S0,0,0,0.0.0.0,,,S,53,all,out,1445485260.383,1445485260.487,0.104,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,3,541,,1445485066.841,199.996,1445485266.837,S0,0,0,0.0.0.0,,,,0,all,out,1445485066.841,1445485266.837,199.996,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,2,241,,1445485203.037,80.697,1445485283.734,S0,0,0,0.0.0.0,,,,0,all,out,1445485203.037,1445485283.734,80.697,,,--,--
192.168.1.1,224.0.0.1,0,0,2,3,108,,1445485057.828,249.970,1445485307.798,S0,0,0,0.0.0.0,,,S,0,all,out,1445485057.828,1445485307.798,249.970,,,--,--
192.168.1.1,224.0.0.22,0,0,2,3,120,,1445485058.135,255.296,1445485313.431,S0,0,0,0.0.0.0,,,S,0,all,out,1445485058.135,1445485313.431,255.296,,,--,--
192.168.1.7,224.0.1.60,0,0,2,3,96,,1445485064.278,249.458,1445485313.736,S0,0,0,0.0.0.0,,,S,0,all,out,1445485064.278,1445485313.736,249.458,,,--,--
192.168.1.3,224.0.0.252,55349,5355,17,1,57,,1445485320.292,0.000,1445485320.292,S0,0,0,0.0.0.0,,,,53,all,out,1445485320.292,1445485320.292,0.000,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,1445485356.234,0.000,1445485356.234,S0,0,0,0.0.0.0,,,,0,all,out,1445485356.234,1445485356.234,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,1445485356.236,0.000,1445485356.236,S0,0,0,0.0.0.0,,,,0,all,out,1445485356.236,1445485356.236,0.000,,,--,--
192.168.1.3,224.0.0.252,62614,5355,17,1,57,,1445485380.299,0.000,1445485380.299,S0,0,0,0.0.0.0,,,,53,all,out,1445485380.299,1445485380.299,0.000,,,--,--
192.168.1.154,224.0.0.251,5353,5353,17,1,123,,1445485425.355,0.000,1445485425.355,S0,0,0,0.0.0.0,,,,0,all,out,1445485425.355,1445485425.355,0.000,,,--,--
192.168.1.3,224.0.0.252,52955,5355,17,1,57,,1445485440.203,0.000,1445485440.203,S0,0,0,0.0.0.0,,,,53,all,out,1445485440.203,1445485440.203,0.000,,,--,--
192.168.1.3,224.0.0.252,52599,5355,17,1,57,,1445485500.211,0.000,1445485500.211,S0,0,0,0.0.0.0,,,,53,all,out,1445485500.211,1445485500.211,0.000,,,--,--
192.168.1.3,224.0.0.252,58186,5355,17,2,114,,1445485560.220,0.102,1445485560.322,S0,0,0,0.0.0.0,,,S,53,all,out,1445485560.220,1445485560.322,0.102,,,--,--
192.168.1.3,224.0.0.252,53657,5355,17,2,114,,1445485620.126,0.102,1445485620.228,S0,0,0,0.0.0.0,,,S,53,all,out,1445485620.126,1445485620.228,0.102,,,--,--
192.168.1.3,224.0.0.252,56279,5355,17,2,114,,1445485680.134,0.103,1445485680.237,S0,0,0,0.0.0.0,,,S,53,all,out,1445485680.134,1445485680.237,0.103,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,48,14761,,1445485673.274,18.544,1445485691.818,S0,0,0,0.0.0.0,,,,53,all,out,1445485673.274,1445485691.818,18.544,,,--,--
192.168.1.3,224.0.0.252,63057,5355,17,2,114,,1445485740.143,0.103,1445485740.246,S0,0,0,0.0.0.0,,,S,53,all,out,1445485740.143,1445485740.246,0.103,,,--,--
192.168.1.3,224.0.0.252,62670,5355,17,2,114,,1445485800.152,0.102,1445485800.254,S0,0,0,0.0.0.0,,,S,53,all,out,1445485800.152,1445485800.254,0.102,,,--,--
192.168.1.4,224.0.0.251,5353,5353,17,3,396,,1445485649.517,153.912,1445485803.429,S0,0,0,0.0.0.0,,,S,0,all,out,1445485649.517,1445485803.429,153.912,,,--,--
192.168.1.9,224.0.0.2,0,0,2,1,32,,1445485853.094,0.000,1445485853.094,S0,0,0,0.0.0.0,,,,0,all,out,1445485853.094,1445485853.094,0.000,,,--,--
192.168.1.9,224.0.0.251,0,0,2,1,32,,1445485853.096,0.000,1445485853.096,S0,0,0,0.0.0.0,,,,0,all,out,1445485853.096,1445485853.096,0.000,,,--,--
192.168.1.3,224.0.0.252,65444,5355,17,2,114,,1445485860.160,0.103,1445485860.263,S0,0,0,0.0.0.0,,,S,53,all,out,1445485860.160,1445485860.263,0.103,,,--,--
192.168.1.3,224.0.0.252,62912,5355,17,2,114,,1445485920.169,0.102,1445485920.271,S0,0,0,0.0.0.0,,,S,53,all,out,1445485920.169,1445485920.271,0.102,,,--,--
192.168.1.1,224.0.0.1,0,0,2,2,72,,1445485807.832,125.035,1445485932.867,S0,0,0,0.0.0.0,,,S,0,all,out,1445485807.832,1445485932.867,125.035,,,--,--
192.168.1.3,224.0.0.252,62029,5355,17,2,114,,1445485980.178,0.102,1445485980.280,S0,0,0,0.0.0.0,,,S,53,all,out,1445485980.178,1445485980.280,0.102,,,--,--
192.168.1.3,224.0.0.252,50332,5355,17,2,114,,1445486040.186,0.103,1445486040.289,S0,0,0,0.0.0.0,,,S,53,all,out,1445486040.186,1445486040.289,0.103,,,--,--
192.168.1.3,239.255.255.250,49152,3702,17,2,1606,,1445486086.479,0.204,1445486086.683,S0,0,0,0.0.0.0,,,S,0,all,out,1445486086.479,1445486086.683,0.204,,,--,--
192.168.1.8,224.0.0.251,5353,5353,17,42,11823,,1445486267.113,18.639,1445486285.752,S0,0,0,0.0.0.0,,,,53,all,out,1445486267.113,1445486285.752,18.639,,,--,--
192.168.1.100,255.255.255.255,41147,63146,17,2,324,,1445486363.169,0.002,1445486363.171,S0,0,0,0.0.0.0,,,S,0,all,out,1445486363.169,1445486363.171,0.002,,,--,--
192.168.1.100,239.255.255.250,1900,1900,17,517,192954,,1445485040.012,1770.982,1445486810.994,S0,0,0,0.0.0.0,,,T,80,all,out,1445485040.012,1445486810.994,1770.982,,,--,--
192.168.1.5,224.0.0.251,5353,5353,17,25,2461,,1445485066.737,1670.000,1445486736.737,S0,0,0,0.0.0.0,,,T,0,all,out,1445485066.737,1445486736.737,1670.000,,,--,--
192.168.1.7,239.255.255.250,0,0,2,13,416,,1445485067.046,1749.156,1445486816.202,S0,0,0,0.0.0.0,,,TS,0,all,out,1445485067.046,1445486816.202,1749.156,,,--,--
192.168.1.10,224.0.0.22,0,0,2,12,480,,1445485062.743,1753.561,1445486816.304,S0,0,0,0.0.0.0,,,TS,0,all,out,1445485062.743,1445486816.304,1753.561,,,--,--
192.168.1.7,224.0.0.251,5353,5353,17,26,6145,,1445485626.783,1680.036,1445487306.819,S0,0,0,0.0.0.0,,,T,0,all,out,1445485626.783,1445487306.819,1680.036,,,--,--
192.168.1.1,224.0.0.22,0,0,2,14,560,,1445485689.453,1749.159,1445487438.612,S0,0,0,0.0.0.0,,,TS,0,all,out,1445485689.453,1445487438.612,1749.159,,,--,--
192.168.1.7,224.0.1.60,0,0,2,13,416,,1445485808.549,1630.677,1445487439.226,S0,0,0,0.0.0.0,,,S,0,all,out,1445485808.549,1445487439.226,1630.677,,,--,--
192.168.1.1,224.0.0.1,0,0,2,13,468,,1445486307.869,1749.980,1445488057.849,S0,0,0,0.0.0.0,,,TS,0,all,out,1445486307.869,1445488057.849,1749.980,,,--,--
209.102.213.14,192.168.1.11,80,51219,6,3,623,FSPA,1445485361.125,0.146,1445485361.271,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485361.125,1445485361.271,0.146,,,us,--
91.189.91.15,192.168.1.11,80,43923,6,1048,2663492,FSPA,1445485530.734,4.877,1445485535.611,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485530.734,1445485535.611,4.877,,,us,--
91.189.91.15,192.168.1.11,80,43924,6,44,14397,FSPA,1445485535.593,1.949,1445485537.542,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485535.593,1445485537.542,1.949,,,us,--
91.189.88.149,192.168.1.11,80,41355,6,437,1186674,FSPA,1445485530.733,6.871,1445485537.604,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485530.733,1445485537.604,6.871,,,gb,--
91.189.91.14,192.168.1.11,80,48573,6,424,1105911,FSPA,1445485539.912,2.029,1445485541.941,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485539.912,1445485541.941,2.029,,,us,--
91.189.91.23,192.168.1.11,80,52230,6,43,123276,FSPA,1445485544.310,0.120,1445485544.430,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485544.310,1445485544.430,0.120,,,us,--
91.189.91.13,192.168.1.11,80,51816,6,1247,3413117,FSPA,1445485545.455,4.228,1445485549.683,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485545.455,1445485549.683,4.228,,,us,--
91.189.91.13,192.168.1.11,80,51817,6,5752,14931203,FSPA,1445485552.072,26.562,1445485578.634,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485552.072,1445485578.634,26.562,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,4741,12466385,SPA,1445485581.754,1.970,1445485583.724,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485581.754,1445485583.724,1.970,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,1,52,FA,1445485583.724,0.000,1445485583.724,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485583.724,1445485583.724,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33102,6,1,52,A,1445485583.725,0.000,1445485583.725,S0,0,0,0.0.0.0,A,,,0,all,inweb,1445485583.725,1445485583.725,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33101,6,14,5526,SPA,1445485581.560,2.165,1445485583.725,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485581.560,1445485583.725,2.165,,,us,--
192.30.252.129,192.168.1.11,443,33101,6,1,52,FA,1445485583.725,0.000,1445485583.725,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485583.725,1445485583.725,0.000,,,us,--
192.241.233.42,192.168.1.11,443,53121,6,8,8849,FSPA,1445485583.932,0.479,1445485584.411,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485583.932,1445485584.411,0.479,,,us,--
91.189.91.24,192.168.1.11,80,58763,6,1157,2683698,FSPA,1445485584.319,6.147,1445485590.466,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485584.319,1445485590.466,6.147,,,us,--
91.189.92.201,192.168.1.11,80,46370,6,20,4641,FSPA,1445485584.310,6.221,1445485590.531,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485584.310,1445485590.531,6.221,,,gb,--
192.241.233.42,192.168.1.11,443,53124,6,8,7231,FSPA,1445485592.423,0.445,1445485592.868,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485592.423,1445485592.868,0.445,,,us,--
192.241.233.42,192.168.1.11,443,53125,6,7,7318,FSPA,1445485592.796,0.408,1445485593.204,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485592.796,1445485593.204,0.408,,,us,--
91.189.91.15,192.168.1.11,80,43937,6,58,13251,FSPA,1445485593.185,1.532,1445485594.717,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485593.185,1445485594.717,1.532,,,us,--
91.189.91.15,192.168.1.11,80,43939,6,26,10122,FSPA,1445485594.692,1.563,1445485596.255,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485594.692,1445485596.255,1.563,,,us,--
91.189.91.14,192.168.1.11,80,48584,6,20,4913,FSPA,1445485593.171,3.085,1445485596.256,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485593.171,1445485596.256,3.085,,,us,--
192.241.233.42,192.168.1.11,443,53128,6,30,17594,FSPA,1445485593.214,3.097,1445485596.311,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485593.214,1445485596.311,3.097,,,us,--
91.189.91.23,192.168.1.11,80,52244,6,31,75291,FSPA,1445485598.644,2.184,1445485600.828,S0,0,0,0.0.0.0,SA,FPA,,80,all,inweb,1445485598.644,1445485600.828,2.184,,,us,--
192.241.233.42,192.168.1.11,443,53131,6,1447,4162635,FSPA,1445485598.653,2.237,1445485600.890,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485598.653,1445485600.890,2.237,,,us,--
54.83.1.203,192.168.1.11,443,59091,6,11,12467,FSPA,1445485602.733,0.159,1445485602.892,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485602.733,1445485602.892,0.159,,,us,--
204.246.169.97,192.168.1.11,443,50612,6,52729,147482189,FSPA,1445485603.154,20.255,1445485623.409,S0,0,0,0.0.0.0,SA,FPA,,443,all,inweb,1445485603.154,1445485623.409,20.255,,,us,--
23.235.46.162,192.168.1.11,443,57930,6,14,30941,SPA,1445485623.732,0.063,1445485623.795,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.732,1445485623.795,0.063,,,us,--
23.235.46.162,192.168.1.11,443,57930,6,1,52,FA,1445485623.795,0.000,1445485623.795,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.795,1445485623.795,0.000,,,us,--
192.30.252.129,192.168.1.11,443,33117,6,8,6036,SPA,1445485623.752,0.087,1445485623.839,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.752,1445485623.839,0.087,,,us,--
192.30.252.129,192.168.1.11,443,33117,6,1,52,FA,1445485623.839,0.000,1445485623.839,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.839,1445485623.839,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57933,6,17,40935,SPA,1445485623.766,0.086,1445485623.852,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.766,1445485623.852,0.086,,,us,--
23.235.46.162,192.168.1.11,443,57933,6,1,52,FA,1445485623.852,0.000,1445485623.852,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.852,1445485623.852,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57935,6,14,23571,SPA,1445485623.780,0.085,1445485623.865,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.780,1445485623.865,0.085,,,us,--
23.235.46.162,192.168.1.11,443,57935,6,1,52,FA,1445485623.866,0.000,1445485623.866,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.866,1445485623.866,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57934,6,28,48612,SPA,1445485623.771,0.095,1445485623.866,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.771,1445485623.866,0.095,,,us,--
23.235.46.162,192.168.1.11,443,57934,6,1,52,FA,1445485623.867,0.000,1445485623.867,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.867,1445485623.867,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57936,6,6,8020,SPA,1445485623.825,0.082,1445485623.907,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.825,1445485623.907,0.082,,,us,--
23.235.46.162,192.168.1.11,443,57936,6,1,52,FA,1445485623.907,0.000,1445485623.907,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.907,1445485623.907,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57932,6,114,276252,SPA,1445485623.756,0.163,1445485623.919,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.756,1445485623.919,0.163,,,us,--
23.235.46.162,192.168.1.11,443,57932,6,1,52,FA,1445485623.919,0.000,1445485623.919,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.919,1445485623.919,0.000,,,us,--
192.30.252.146,192.168.1.11,443,44583,6,9,7889,SPA,1445485623.857,0.094,1445485623.951,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485623.857,1445485623.951,0.094,,,us,--
192.30.252.146,192.168.1.11,443,44583,6,1,52,FA,1445485623.951,0.000,1445485623.951,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485623.951,1445485623.951,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57938,6,9,14677,SPA,1445485624.098,0.084,1445485624.182,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.098,1445485624.182,0.084,,,us,--
23.235.46.162,192.168.1.11,443,57938,6,1,52,FA,1445485624.182,0.000,1445485624.182,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.182,1445485624.182,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57941,6,13,19564,SPA,1445485624.132,0.055,1445485624.187,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.132,1445485624.187,0.055,,,us,--
23.235.46.162,192.168.1.11,443,57941,6,1,52,FA,1445485624.190,0.000,1445485624.190,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.190,1445485624.190,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57940,6,13,25292,SPA,1445485624.119,0.073,1445485624.192,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.119,1445485624.192,0.073,,,us,--
23.235.46.162,192.168.1.11,443,57940,6,1,52,FA,1445485624.192,0.000,1445485624.192,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.192,1445485624.192,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57942,6,7,11057,SPA,1445485624.135,0.059,1445485624.194,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.135,1445485624.194,0.059,,,us,--
23.235.46.162,192.168.1.11,443,57942,6,1,52,FA,1445485624.194,0.000,1445485624.194,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.194,1445485624.194,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57939,6,14,25588,SPA,1445485624.106,0.091,1445485624.197,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.106,1445485624.197,0.091,,,us,--
23.235.46.162,192.168.1.11,443,57939,6,1,52,FA,1445485624.198,0.000,1445485624.198,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.198,1445485624.198,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57944,6,7,6035,SPA,1445485624.261,0.060,1445485624.321,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.261,1445485624.321,0.060,,,us,--
23.235.46.162,192.168.1.11,443,57944,6,1,52,FA,1445485624.321,0.000,1445485624.321,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.321,1445485624.321,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57945,6,5,6024,SPA,1445485624.272,0.059,1445485624.331,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.272,1445485624.331,0.059,,,us,--
23.235.46.162,192.168.1.11,443,57945,6,1,52,FA,1445485624.331,0.000,1445485624.331,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.331,1445485624.331,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57946,6,8,6001,SPA,1445485624.279,0.054,1445485624.333,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.279,1445485624.333,0.054,,,us,--
23.235.46.162,192.168.1.11,443,57946,6,1,52,FA,1445485624.333,0.000,1445485624.333,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.333,1445485624.333,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57943,6,21,42007,SPA,1445485624.250,0.091,1445485624.341,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.250,1445485624.341,0.091,,,us,--
23.235.46.162,192.168.1.11,443,57943,6,1,52,FA,1445485624.341,0.000,1445485624.341,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.341,1445485624.341,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57947,6,8,7112,SPA,1445485624.284,0.057,1445485624.341,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.284,1445485624.341,0.057,,,us,--
23.235.46.162,192.168.1.11,443,57947,6,1,52,FA,1445485624.341,0.000,1445485624.341,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.341,1445485624.341,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57948,6,10,15351,SPA,1445485624.403,0.064,1445485624.467,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.403,1445485624.467,0.064,,,us,--
23.235.46.162,192.168.1.11,443,57948,6,1,52,FA,1445485624.467,0.000,1445485624.467,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.467,1445485624.467,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57949,6,12,16204,SPA,1445485624.408,0.076,1445485624.484,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.408,1445485624.484,0.076,,,us,--
23.235.46.162,192.168.1.11,443,57949,6,1,52,FA,1445485624.485,0.000,1445485624.485,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.485,1445485624.485,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57950,6,7,5760,SPA,1445485624.494,0.051,1445485624.545,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.494,1445485624.545,0.051,,,us,--
23.235.46.162,192.168.1.11,443,57950,6,1,52,FA,1445485624.545,0.000,1445485624.545,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.545,1445485624.545,0.000,,,us,--
23.235.46.162,192.168.1.11,443,57951,6,9,12369,SPA,1445485624.546,0.055,1445485624.601,S0,0,0,0.0.0.0,SA,PA,,443,all,inweb,1445485624.546,1445485624.601,0.055,,,us,--
23.235.46.162,192.168.1.11,443,57951,6,1,52,FA,1445485624.601,0.000,1445485624.601,S0,0,0,0.0.0.0,FA,,,0,all,inweb,1445485624.601,1445485624.601,0.000,,,us,--
204.246.169.97,192.168.1.11,443,50612,6,1,52,A,1445485623.409,0.000,1445485623.409,S0,0,0,0.0.0.0,A,,,0,all,inweb,1445485623.409,1445485623.409,0.000,,,us,--
192.168.1.11,209.102.213.14,51219,80,6,6,331,FSPA,1445485361.125,0.146,1445485361.271,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485361.125,1445485361.271,0.146,,,--,us
192.168.1.11,91.189.91.15,43923,80,6,792,50057,FSPA,1445485530.734,4.877,1445485535.611,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485530.734,1445485535.611,4.877,,,--,us
192.168.1.11,91.189.91.15,43924,80,6,46,10206,FSPA,1445485535.593,1.949,1445485537.542,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485535.593,1445485537.542,1.949,,,--,us
192.168.1.11,91.189.88.149,41355,80,6,342,21685,FSPA,1445485530.733,6.871,1445485537.604,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485530.733,1445485537.604,6.871,,,--,gb
192.168.1.11,91.189.91.14,48573,80,6,336,19357,FSPA,1445485539.912,2.029,1445485541.941,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485539.912,1445485541.941,2.029,,,--,us
192.168.1.11,91.189.91.23,52230,80,6,45,2516,FSPA,1445485544.310,0.120,1445485544.430,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485544.310,1445485544.430,0.120,,,--,us
192.168.1.11,91.189.91.13,51816,80,6,975,53320,FSPA,1445485545.455,4.228,1445485549.683,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485545.455,1445485549.683,4.228,,,--,us
192.168.1.11,91.189.91.13,51817,80,6,4355,234013,FSPA,1445485552.072,26.562,1445485578.634,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485552.072,1445485578.634,26.562,,,--,us
192.168.1.11,192.30.252.129,33102,443,6,3290,172571,FSRPA,1445485581.754,1.970,1445485583.724,S0,0,0,0.0.0.0,S,FRPA,,443,all,outweb,1445485581.754,1445485583.724,1.970,,,--,us
192.168.1.11,192.30.252.129,33102,443,6,1,40,R,1445485583.724,0.000,1445485583.724,S0,0,0,0.0.0.0,R,,,0,all,outweb,1445485583.724,1445485583.724,0.000,,,--,us
192.168.1.11,192.30.252.129,33102,443,6,1,40,R,1445485583.725,0.000,1445485583.725,S0,0,0,0.0.0.0,R,,,0,all,outweb,1445485583.725,1445485583.725,0.000,,,--,us
192.168.1.11,192.30.252.129,33101,443,6,13,1938,FSRPA,1445485581.560,2.165,1445485583.725,S0,0,0,0.0.0.0,S,FRPA,,443,all,outweb,1445485581.560,1445485583.725,2.165,,,--,us
192.168.1.11,192.30.252.129,33101,443,6,1,40,R,1445485583.725,0.000,1445485583.725,S0,0,0,0.0.0.0,R,,,0,all,outweb,1445485583.725,1445485583.725,0.000,,,--,us
192.168.1.11,192.241.233.42,53121,443,6,11,1153,FSPA,1445485583.932,0.479,1445485584.411,S0,0,0,0.0.0.0,S,FPA,,443,all,outweb,1445485583.932,1445485584.411,0.479,,,--,us
192.168.1.11,91.189.91.24,58763,80,6,982,69768,FSPA,1445485584.319,6.147,1445485590.466,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485584.319,1445485590.466,6.147,,,--,us
192.168.1.11,91.189.92.201,46370,80,6,23,5099,FSPA,1445485584.310,6.221,1445485590.531,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485584.310,1445485590.531,6.221,,,--,gb
192.168.1.11,192.241.233.42,53124,443,6,11,1178,FSPA,1445485592.423,0.445,1445485592.868,S0,0,0,0.0.0.0,S,FPA,,443,all,outweb,1445485592.423,1445485592.868,0.445,,,--,us
192.168.1.11,192.241.233.42,53125,443,6,11,1173,FSPA,1445485592.796,0.408,1445485593.204,S0,0,0,0.0.0.0,S,FPA,,443,all,outweb,1445485592.796,1445485593.204,0.408,,,--,us
192.168.1.11,91.189.91.15,43937,80,6,56,14200,FSPA,1445485593.185,1.532,1445485594.717,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485593.185,1445485594.717,1.532,,,--,us
192.168.1.11,91.189.91.15,43939,80,6,29,5800,FSPA,1445485594.692,1.563,1445485596.255,S0,0,0,0.0.0.0,S,FPA,,80,all,outweb,1445485594.692,1445485596.255,1.563,,,--,us
